transaction_id|transaction_ref|transaction_dt|amount|debit_acct|credit_acct|status|narrative|approval_dt|approved_by_user_id
TRN-885170|I14781I38705|2008-04-29 12:00:35|6698.72|ACT-00008|ACT-70849|processed|payment for invoice # INV-287763|2008-05-08 00:00:00|u2204
TRN-140041|T98910Y21600|2013-06-06 11:24:35|1015.59|ACT-00019|ACT-87049|processed|payment for invoice # INV-949408|2013-06-13 00:00:00|u9615
TRN-860214|F94377V63137|2011-04-08 16:03:15|490.55|ACT-00003|ACT-20501|processed|payment for invoice # INV-922440|2011-04-14 00:00:00|u9615
TRN-326842|D46255F42822|2008-03-20 16:53:49|44101.94|ACT-00011|ACT-55676|processed|payment for invoice # INV-743362|2008-03-27 00:00:00|u3977
TRN-908207|M47246E62916|2013-09-02 10:05:51|10608.68|ACT-00029|ACT-93939|processed|payment for invoice # INV-590075|2013-09-05 00:00:00|u3977
TRN-959374|Z29040I38835|2014-07-08 10:02:34|13952.48|ACT-00036|ACT-59698|processed|payment for invoice # INV-400278|2014-07-10 00:00:00|u3977
TRN-673504|Z20291V79449|2012-06-20 10:12:30|10158.37|ACT-00008|ACT-45489|processed|payment for invoice # INV-316361|2012-06-21 00:00:00|u2204
TRN-677121|C48593K27727|2015-11-02 12:15:53|491.07|ACT-00002|ACT-87049|processed|payment for invoice # INV-743193|2015-11-05 00:00:00|u9615
TRN-873432|N27762Q90000|2014-05-09 12:09:55|7740.59|ACT-00030|ACT-45489|processed|payment for invoice # INV-936350|2014-05-15 00:00:00|u2204
TRN-505063|Y34394C90308|2010-04-19 16:39:25|32215.02|ACT-00034|ACT-55676|processed|payment for invoice # INV-361911|2010-04-22 00:00:00|u3977
TRN-950672|O25237E51209|2004-12-27 12:43:54|20979.26|ACT-00005|ACT-20925|processed|payment for invoice # INV-158361|2004-12-30 00:00:00|u2204
TRN-169595|F29005Q98118|2010-01-11 11:37:12|18249.10|ACT-00028|ACT-45489|processed|payment for invoice # INV-801844|2010-01-14 00:00:00|u2204
TRN-411773|C35847N81427|2011-03-03 10:50:40|37463.01|ACT-00009|ACT-95862|processed|payment for invoice # INV-404248|2011-03-10 00:00:00|u3977
TRN-206355|I97009Q76512|2015-08-20 11:09:35|6419.60|ACT-00028|ACT-34595|processed|payment for invoice # INV-895443|2015-08-27 00:00:00|u2204
TRN-148077|U25285J51859|2012-01-27 12:44:20|27094.73|ACT-00031|ACT-45489|processed|payment for invoice # INV-329337|2012-02-02 00:00:00|u2204
TRN-542508|Y39110Q96505|2013-08-23 16:23:56|7978.49|ACT-00005|ACT-14189|processed|payment for invoice # INV-848147|2013-08-29 00:00:00|u2204
TRN-370085|D75379P42311|2012-10-08 15:43:59|50729.10|ACT-00008|ACT-53050|processed|payment for invoice # INV-545206|2012-10-11 00:00:00|u3977
TRN-119550|J90353E50015|2008-08-27 09:15:55|9272.82|ACT-00028|ACT-95862|processed|payment for invoice # INV-349334|2008-08-28 00:00:00|u3977
TRN-805667|A59799Y63544|2013-01-14 12:26:17|13829.11|ACT-00033|ACT-11034|processed|payment for invoice # INV-632618|2013-01-17 00:00:00|u2204
TRN-538792|M32743J90116|2016-01-25 14:00:33|31047.80|ACT-00023|ACT-34595|processed|payment for invoice # INV-594197|2016-01-28 00:00:00|u3977
TRN-618445|C33757C30290|2008-06-24 15:28:45|24016.20|ACT-00010|ACT-55676|processed|payment for invoice # INV-649254|2008-06-26 00:00:00|u2204
TRN-980572|E76361G92678|2013-03-25 10:10:16|2279.05|ACT-00008|ACT-11034|processed|payment for invoice # INV-207531|2013-03-28 00:00:00|u9615
TRN-234150|Y99332M58224|2012-11-01 13:09:47|31964.88|ACT-00024|ACT-93939|processed|payment for invoice # INV-458583|2012-11-08 00:00:00|u3977
TRN-834831|U35734U19857|2015-11-30 12:01:08|29549.28|ACT-00026|ACT-45489|processed|payment for invoice # INV-408737|2015-12-03 00:00:00|u2204
TRN-230381|X44512U98709|2011-09-21 12:02:22|24982.76|ACT-00022|ACT-14189|processed|payment for invoice # INV-731038|2011-09-22 00:00:00|u2204
TRN-478595|W70430M83350|2015-04-13 09:53:19|6859.44|ACT-00025|ACT-59698|processed|payment for invoice # INV-948854|2015-04-16 00:00:00|u3977
TRN-893018|Q29170C71962|2015-05-27 13:21:30|9587.85|ACT-00004|ACT-93939|processed|payment for invoice # INV-718677|2015-05-28 00:00:00|u2204
TRN-615485|J12966F54112|2016-05-31 10:52:02|25334.54|ACT-00023|ACT-72017|processed|payment for invoice # INV-398261|2016-06-02 00:00:00|u2204
TRN-555342|C18351E60925|2014-01-22 13:11:17|21767.86|ACT-00003|ACT-46570|processed|payment for invoice # INV-446421|2014-01-23 00:00:00|u2204
TRN-662287|G58466X52652|2013-02-26 09:36:46|32811.73|ACT-00025|ACT-45489|processed|payment for invoice # INV-746861|2013-02-28 00:00:00|u3977
TRN-928532|Y52453L58560|2011-12-12 14:41:06|395.12|ACT-00019|ACT-95862|processed|payment for invoice # INV-523802|2011-12-15 00:00:00|u9615
TRN-887735|O67256L57076|2012-05-03 16:19:57|8087.78|ACT-00034|ACT-14189|processed|payment for invoice # INV-637382|2012-05-10 00:00:00|u3977
TRN-296747|X87223M79638|2012-11-05 11:16:55|1498.33|ACT-00010|ACT-80828|processed|payment for invoice # INV-401224|2012-11-08 00:00:00|u9615
TRN-804887|D66624K88469|2011-12-12 12:05:54|21784.62|ACT-00011|ACT-95862|processed|payment for invoice # INV-406935|2011-12-15 00:00:00|u3977
TRN-981851|N99273N98962|2012-06-22 11:12:02|30016.28|ACT-00018|ACT-53050|processed|payment for invoice # INV-995267|2012-06-28 00:00:00|u3977
TRN-975072|F38020J59787|2014-10-20 11:27:28|10152.51|ACT-00037|ACT-80828|processed|payment for invoice # INV-157368|2014-10-23 00:00:00|u2204
TRN-573601|A32517G42261|2015-05-26 16:03:03|19765.54|ACT-00019|ACT-45489|processed|payment for invoice # INV-892278|2015-05-28 00:00:00|u2204
TRN-454455|N35743V75353|2012-03-12 09:25:34|17439.12|ACT-00027|ACT-11034|processed|payment for invoice # INV-928998|2012-03-15 00:00:00|u2204
TRN-632559|H79716I10163|2006-12-18 13:49:17|33417.73|ACT-00037|ACT-46570|processed|payment for invoice # INV-711881|2006-12-21 00:00:00|u3977
TRN-315043|K51115K49171|2016-11-28 09:48:52|4537.15|ACT-00002|ACT-36515|processed|payment for invoice # INV-798923|2016-12-01 00:00:00|u9615
TRN-584507|I87762E95969|2006-03-02 11:41:11|22644.13|ACT-00005|ACT-21097|processed|payment for invoice # INV-884601|2006-03-09 00:00:00|u2204
TRN-321359|F26321C94457|2011-03-16 14:43:36|4109.91|ACT-00015|ACT-86906|processed|payment for invoice # INV-418038|2011-03-17 00:00:00|u9615
TRN-890581|D16053Q41052|2014-01-22 10:15:15|3875.15|ACT-00008|ACT-46570|processed|payment for invoice # INV-732381|2014-01-23 00:00:00|u9615
TRN-813220|C19980Q74255|2011-01-10 11:26:04|5489.38|ACT-00019|ACT-59698|processed|payment for invoice # INV-895712|2011-01-13 00:00:00|u3977
TRN-234040|E22544W36587|2013-05-21 12:26:35|17756.18|ACT-00015|ACT-93939|processed|payment for invoice # INV-269318|2013-05-23 00:00:00|u3977
TRN-623860|O29096C16785|2014-11-26 12:33:06|918.74|ACT-00036|ACT-80828|processed|payment for invoice # INV-763613|2014-11-27 00:00:00|u9615
TRN-779039|K35350R71271|2011-12-06 10:06:38|75231.72|ACT-00005|ACT-80828|processed|payment for invoice # INV-950166|2011-12-08 00:00:00|u3977
TRN-497292|X53634F58279|2013-01-23 13:10:17|7969.16|ACT-00031|ACT-69837|processed|payment for invoice # INV-184137|2013-01-24 00:00:00|u2204
TRN-793410|Q94535Q59222|2009-02-10 13:38:03|19131.48|ACT-00006|ACT-14189|processed|payment for invoice # INV-331115|2009-02-12 00:00:00|u2204
TRN-917832|P43554I97489|2011-12-01 12:32:03|31501.20|ACT-00026|ACT-93939|processed|payment for invoice # INV-376526|2011-12-08 00:00:00|u3977
TRN-997909|G74013O79340|2015-11-27 13:46:34|29886.32|ACT-00037|ACT-45489|processed|payment for invoice # INV-652727|2015-12-03 00:00:00|u2204
TRN-185939|O21975D17678|2014-06-23 09:22:56|16785.56|ACT-00028|ACT-34595|processed|payment for invoice # INV-988815|2014-06-26 00:00:00|u2204
TRN-823706|Y42213T79958|2013-05-06 10:32:03|31866.35|ACT-00032|ACT-69808|processed|payment for invoice # INV-840084|2013-05-16 00:00:00|u3977
TRN-413684|O14369Y64747|2011-03-21 15:09:18|67905.63|ACT-00015|ACT-36515|processed|payment for invoice # INV-832945|2011-03-24 00:00:00|u3977
TRN-432118|E58052N71031|2014-01-23 13:09:24|6030.48|ACT-00002|ACT-87049|processed|payment for invoice # INV-320444|2014-01-30 00:00:00|u2204
TRN-212483|K57033G85589|2011-05-11 14:58:22|1877.39|ACT-00031|ACT-84271|processed|payment for invoice # INV-594425|2011-05-12 00:00:00|u9615
TRN-594835|A71313H94020|2008-04-14 15:54:55|3139.97|ACT-00031|ACT-95624|processed|payment for invoice # INV-911318|2008-04-17 00:00:00|u9615
TRN-665758|D63496L68149|2014-07-25 14:37:50|14777.29|ACT-00024|ACT-34595|processed|payment for invoice # INV-424774|2014-07-31 00:00:00|u2204
TRN-895137|C75245F27620|2011-01-31 14:21:09|41666.19|ACT-00011|ACT-36515|processed|payment for invoice # INV-178006|2011-02-03 00:00:00|u3977
TRN-247815|V56346M10346|2014-02-12 10:02:26|7124.66|ACT-00036|ACT-87049|processed|payment for invoice # INV-589997|2014-02-13 00:00:00|u2204
TRN-479700|U60503P13567|2013-01-14 16:53:01|56496.81|ACT-00032|ACT-93939|processed|payment for invoice # INV-506828|2013-01-17 00:00:00|u3977
TRN-653216|Q42880Q84808|2013-04-22 13:01:45|16624.99|ACT-00009|ACT-69837|processed|payment for invoice # INV-139667|2013-04-25 00:00:00|u2204
TRN-302779|Z28932U69367|2016-05-02 13:27:23|18556.83|ACT-00024|ACT-84271|processed|payment for invoice # INV-785374|2016-05-12 00:00:00|u2204
TRN-298560|X38676F15222|2015-01-26 12:11:31|81368.21|ACT-00034|ACT-93939|processed|payment for invoice # INV-475421|2015-01-29 00:00:00|u3977
TRN-907759|E71482K69105|2011-10-10 09:41:28|13208.45|ACT-00035|ACT-59698|processed|payment for invoice # INV-945500|2011-10-13 00:00:00|u2204
TRN-615436|Y40274U21421|2010-06-08 16:59:30|20432.73|ACT-00002|ACT-93939|processed|payment for invoice # INV-371394|2010-06-10 00:00:00|u2204
TRN-459055|A35408C83897|2013-06-03 15:01:42|16026.66|ACT-00008|ACT-93939|processed|payment for invoice # INV-335339|2013-06-06 00:00:00|u2204
TRN-459967|I54279I45395|2010-07-14 15:21:19|38678.41|ACT-00006|ACT-95624|processed|payment for invoice # INV-762959|2010-07-15 00:00:00|u3977
TRN-941911|L70878B60483|2013-04-24 10:12:36|18971.00|ACT-00017|ACT-20501|processed|payment for invoice # INV-653688|2013-04-25 00:00:00|u2204
TRN-394920|H21338X27949|2011-03-18 12:14:10|61137.51|ACT-00005|ACT-36515|processed|payment for invoice # INV-672990|2011-03-24 00:00:00|u3977
TRN-123087|J16465Y16596|2011-11-02 13:34:23|35550.23|ACT-00029|ACT-14189|processed|payment for invoice # INV-892274|2011-11-03 00:00:00|u3977
TRN-762100|E27351M86683|2011-11-28 11:52:48|2512.00|ACT-00029|ACT-53050|processed|payment for invoice # INV-354864|2011-12-01 00:00:00|u9615
TRN-596838|Q48048S40652|2015-02-09 16:36:18|1480.98|ACT-00017|ACT-36515|processed|payment for invoice # INV-224108|2015-02-12 00:00:00|u9615
TRN-101352|S35397M73140|2012-08-06 16:06:34|1190.61|ACT-00028|ACT-20501|processed|payment for invoice # INV-106704|2012-08-09 00:00:00|u9615
TRN-184612|V82604O11525|2012-06-18 12:51:39|3410.62|ACT-00004|ACT-80828|processed|payment for invoice # INV-403055|2012-06-21 00:00:00|u9615
TRN-178128|M47982S17969|2015-11-26 16:49:38|15879.50|ACT-00023|ACT-34595|processed|payment for invoice # INV-280278|2015-12-03 00:00:00|u2204
TRN-245485|R13742N13378|2005-02-09 14:23:33|10687.31|ACT-00036|ACT-95862|processed|payment for invoice # INV-860493|2005-02-10 00:00:00|u2204
TRN-438033|V59116E84396|2012-11-01 12:39:57|10869.04|ACT-00018|ACT-84271|processed|payment for invoice # INV-771795|2012-11-08 00:00:00|u2204
TRN-876632|O92302U22012|2011-11-14 10:54:39|2742.15|ACT-00026|ACT-93939|processed|payment for invoice # INV-903930|2011-11-17 00:00:00|u9615
TRN-370114|S84813Q45273|2012-06-18 11:28:45|35541.43|ACT-00026|ACT-95862|processed|payment for invoice # INV-600257|2012-06-21 00:00:00|u3977
TRN-754597|F10629X35810|2014-09-25 16:10:13|39468.11|ACT-00006|ACT-34595|processed|payment for invoice # INV-345287|2014-10-02 00:00:00|u3977
TRN-567989|N25745F88668|2013-06-24 13:49:28|38445.75|ACT-00024|ACT-87049|processed|payment for invoice # INV-569737|2013-06-27 00:00:00|u3977
TRN-738773|C34258D69842|2015-04-13 15:35:21|6726.60|ACT-00036|ACT-59698|processed|payment for invoice # INV-692470|2015-04-16 00:00:00|u2204
TRN-238221|T78881L75571|2011-08-23 11:45:22|70983.80|ACT-00037|ACT-93939|processed|payment for invoice # INV-360569|2011-08-25 00:00:00|u3977
TRN-582548|Y64223O88825|2013-09-03 15:42:23|38587.65|ACT-00037|ACT-59698|processed|payment for invoice # INV-144015|2013-09-05 00:00:00|u3977
TRN-759590|R10205I11683|2011-08-29 12:42:13|22986.46|ACT-00012|ACT-93939|processed|payment for invoice # INV-314229|2011-09-01 00:00:00|u3977
TRN-213981|D35077N43880|2011-05-16 11:03:30|1974.32|ACT-00027|ACT-84271|processed|payment for invoice # INV-191284|2011-05-19 00:00:00|u9615
TRN-960368|B79220C84872|2011-12-08 12:54:52|69759.95|ACT-00030|ACT-11034|processed|payment for invoice # INV-945948|2011-12-15 00:00:00|u3977
TRN-858537|B80922Y95777|2013-01-28 16:50:58|4225.51|ACT-00036|ACT-69837|processed|payment for invoice # INV-422427|2013-01-31 00:00:00|u9615
TRN-713835|F75155B31426|2010-12-15 12:46:14|16573.76|ACT-00036|ACT-50360|processed|payment for invoice # INV-812939|2010-12-16 00:00:00|u3977
TRN-720259|E60300W59868|2012-03-02 11:57:23|9812.18|ACT-00034|ACT-14189|processed|payment for invoice # INV-618420|2012-03-08 00:00:00|u2204
TRN-692477|L54794G74088|2011-12-06 13:42:42|26600.17|ACT-00021|ACT-93939|processed|payment for invoice # INV-366100|2011-12-08 00:00:00|u3977
TRN-123422|A89354B89354|2016-05-19 23:00:28|15000.00|ACT-00015|ACT-41034|processed|payment for invoice # INV-253624|2016-05-19 23:00:49|u8284
TRN-412316|R25834X39533|2011-11-10 16:20:31|15113.02|ACT-00016|ACT-36515|processed|payment for invoice # INV-693462|2011-11-17 00:00:00|u2204
TRN-610733|A30541Q45935|2006-12-18 10:23:05|6011.95|ACT-00030|ACT-46570|processed|payment for invoice # INV-985668|2006-12-21 00:00:00|u2204
TRN-617714|D67991T74190|2006-02-27 12:59:20|16756.73|ACT-00037|ACT-87049|processed|payment for invoice # INV-113936|2006-03-02 00:00:00|u2204
TRN-984935|C41053S88454|2016-01-21 12:41:22|7021.18|ACT-00006|ACT-72017|processed|payment for invoice # INV-370756|2016-01-28 00:00:00|u2204
TRN-164955|C21764M73763|2014-05-14 13:03:56|45456.53|ACT-00001|ACT-59698|processed|payment for invoice # INV-288345|2014-05-15 00:00:00|u3977
TRN-317378|R29002H26463|2012-12-12 10:49:09|14345.93|ACT-00002|ACT-46570|processed|payment for invoice # INV-824188|2012-12-13 00:00:00|u2204
TRN-871721|R94581J15668|2013-03-18 15:05:05|4484.90|ACT-00006|ACT-55676|processed|payment for invoice # INV-781684|2013-03-21 00:00:00|u9615
TRN-568969|N91156I72283|2015-04-20 16:10:13|11373.10|ACT-00020|ACT-50360|processed|payment for invoice # INV-492080|2015-04-23 00:00:00|u3977
TRN-517194|Q25050O27974|2016-04-25 11:51:02|25500.00|ACT-00001|ACT-59698|processed|payment for invoice # INV-254257|2016-04-28 00:00:00|u3977
TRN-847077|H60447V56509|2015-12-09 11:50:59|13004.53|ACT-00016|ACT-34595|processed|payment for invoice # INV-952032|2015-12-10 00:00:00|u2204
TRN-746340|H98086N69896|2012-11-05 12:29:36|7977.30|ACT-00016|ACT-59698|processed|payment for invoice # INV-354468|2012-11-08 00:00:00|u2204
TRN-471932|L48246O75682|2014-06-23 14:12:11|37800.00|ACT-00005|ACT-84271|processed|payment for invoice # INV-891873|2014-06-26 00:00:00|u3977
TRN-836059|L56884V85362|2016-02-17 11:51:00|42436.33|ACT-00020|ACT-84271|processed|payment for invoice # INV-252249|2016-02-18 00:00:00|u3977
TRN-929563|M66624M36123|2011-07-22 12:13:26|7839.22|ACT-00023|ACT-20501|processed|payment for invoice # INV-242609|2011-07-28 00:00:00|u2204
TRN-385578|N50171Q91362|2011-10-10 16:49:49|47539.48|ACT-00011|ACT-80828|processed|payment for invoice # INV-166580|2011-10-13 00:00:00|u3977
TRN-283572|A29356J39067|2009-03-31 09:49:58|22385.54|ACT-00001|ACT-50360|processed|payment for invoice # INV-799804|2009-04-02 00:00:00|u2204
TRN-928855|F95909C30865|2011-04-04 15:13:28|18827.86|ACT-00034|ACT-95862|processed|payment for invoice # INV-749200|2011-04-07 00:00:00|u2204
TRN-461272|U55513B15792|2011-12-08 09:29:53|40989.37|ACT-00025|ACT-95862|processed|payment for invoice # INV-942837|2011-12-15 00:00:00|u3977
TRN-279466|G33964E80126|2015-04-20 14:01:05|2617.02|ACT-00015|ACT-87049|processed|payment for invoice # INV-408066|2015-04-23 00:00:00|u9615
TRN-101509|K29531Q18181|2013-03-22 13:40:39|30340.38|ACT-00004|ACT-14189|processed|payment for invoice # INV-102620|2013-03-28 00:00:00|u3977
TRN-302497|O52526F64733|2012-12-05 09:48:24|4071.50|ACT-00004|ACT-45489|processed|payment for invoice # INV-474714|2012-12-06 00:00:00|u9615
TRN-879062|U16523D73097|2012-11-27 10:57:42|19372.90|ACT-00013|ACT-95862|processed|payment for invoice # INV-249807|2012-11-29 00:00:00|u2204
TRN-644922|F69722H35450|2013-01-09 10:38:31|8919.76|ACT-00023|ACT-59698|processed|payment for invoice # INV-646410|2013-01-10 00:00:00|u2204
TRN-884318|U63756H64340|2008-03-25 11:29:44|17165.53|ACT-00035|ACT-86906|processed|payment for invoice # INV-556720|2008-03-27 00:00:00|u2204
TRN-669419|J58421P65445|2013-04-29 14:48:56|81966.35|ACT-00015|ACT-69837|processed|payment for invoice # INV-406905|2013-05-02 00:00:00|u3977
TRN-306232|H82196O62093|2013-11-14 16:51:32|5280.21|ACT-00003|ACT-59698|processed|payment for invoice # INV-293303|2013-11-21 00:00:00|u3977
TRN-557697|D86919H24969|2015-11-30 14:16:28|1923.70|ACT-00003|ACT-34595|processed|payment for invoice # INV-542166|2015-12-03 00:00:00|u2204
TRN-518488|G44687X30966|2012-11-01 16:20:20|8597.22|ACT-00025|ACT-93939|processed|payment for invoice # INV-900805|2012-11-08 00:00:00|u2204
TRN-402647|R68790D68285|2013-02-25 12:09:03|3331.92|ACT-00029|ACT-45489|processed|payment for invoice # INV-643037|2013-02-28 00:00:00|u9615
TRN-135910|F54424E55128|2012-11-02 15:15:56|16467.20|ACT-00026|ACT-84271|processed|payment for invoice # INV-636985|2012-11-08 00:00:00|u2204
TRN-787135|I91243M32325|2013-12-30 09:40:54|22677.77|ACT-00032|ACT-95624|processed|payment for invoice # INV-349711|2014-01-09 00:00:00|u2204
TRN-269659|G73380V15095|2011-03-18 16:28:19|41529.71|ACT-00035|ACT-36515|processed|payment for invoice # INV-653400|2011-03-24 00:00:00|u3977
TRN-464427|M53184Y39189|2011-03-18 15:01:32|813.96|ACT-00020|ACT-70849|processed|payment for invoice # INV-743620|2011-03-24 00:00:00|u9615
TRN-753153|P38509G85271|2011-11-14 15:07:26|557.08|ACT-00016|ACT-46570|processed|payment for invoice # INV-820498|2011-11-17 00:00:00|u9615
TRN-658007|R92257J69918|2015-12-11 09:50:41|5694.34|ACT-00013|ACT-34595|processed|payment for invoice # INV-971662|2015-12-17 00:00:00|u2204
TRN-361156|K89856J94002|2013-01-11 14:05:16|20460.69|ACT-00007|ACT-11034|processed|payment for invoice # INV-307634|2013-01-17 00:00:00|u2204
TRN-596201|U19157O68359|2013-05-14 10:55:29|3362.91|ACT-00014|ACT-93939|processed|payment for invoice # INV-397250|2013-05-16 00:00:00|u9615
TRN-578589|Y79146T36490|2008-10-20 16:57:54|11773.94|ACT-00016|ACT-21097|processed|payment for invoice # INV-480177|2008-10-23 00:00:00|u2204
TRN-494801|B99314S68449|2016-04-01 13:59:29|42051.79|ACT-00022|ACT-36515|processed|payment for invoice # INV-982071|2016-04-07 00:00:00|u3977
TRN-171499|K82286O92146|2012-11-13 13:17:39|53471.75|ACT-00024|ACT-45489|processed|payment for invoice # INV-293822|2012-11-15 00:00:00|u3269
TRN-198862|D93859N12323|2011-03-18 11:11:42|9163.62|ACT-00035|ACT-70849|processed|payment for invoice # INV-759696|2011-03-24 00:00:00|u2204
TRN-795191|G36275Y51012|2006-06-30 11:16:07|4193.84|ACT-00002|ACT-46570|processed|payment for invoice # INV-905125|2006-07-06 00:00:00|u9615
TRN-207168|L10466K99819|2011-11-04 11:14:05|61389.48|ACT-00021|ACT-87049|processed|payment for invoice # INV-133257|2011-11-10 00:00:00|u3977
TRN-385122|R20300P30728|2011-11-09 12:57:20|29316.37|ACT-00003|ACT-87049|processed|payment for invoice # INV-331689|2011-11-10 00:00:00|u2204
TRN-117622|F11336L21493|2013-03-06 16:32:28|55792.02|ACT-00036|ACT-11034|processed|payment for invoice # INV-335547|2013-03-07 00:00:00|u3977
TRN-258884|O28788W36427|2011-12-12 09:56:37|6280.77|ACT-00013|ACT-95862|processed|payment for invoice # INV-582066|2011-12-15 00:00:00|u2204
TRN-411333|O41822Q42265|2015-02-16 16:19:30|30200.00|ACT-00010|ACT-84271|processed|payment for invoice # INV-289948|2015-02-19 00:00:00|u3977
TRN-673431|F31911S47004|2015-04-20 09:52:55|8530.64|ACT-00019|ACT-84271|processed|payment for invoice # INV-566345|2015-04-23 00:00:00|u2204
TRN-859962|F41001C32559|2011-07-04 11:08:53|45419.17|ACT-00010|ACT-34595|processed|payment for invoice # INV-916595|2011-07-07 00:00:00|u3977
TRN-519546|B21648E31083|2015-04-23 10:37:23|21753.83|ACT-00024|ACT-84271|processed|payment for invoice # INV-713015|2015-04-30 00:00:00|u2204
TRN-370842|X15149F22743|2013-04-02 13:34:01|16813.63|ACT-00020|ACT-11034|processed|payment for invoice # INV-383203|2013-04-04 00:00:00|u2204
TRN-230233|R28646W20645|2012-02-28 15:23:41|12600.89|ACT-00027|ACT-93939|processed|payment for invoice # INV-463534|2012-03-01 00:00:00|u3977
TRN-994675|L59737M87820|2012-06-11 10:56:12|30297.30|ACT-00028|ACT-14189|processed|payment for invoice # INV-663339|2012-06-14 00:00:00|u3977
TRN-920654|E21975X44435|2011-03-21 11:36:20|5170.71|ACT-00036|ACT-36515|processed|payment for invoice # INV-690778|2011-03-24 00:00:00|u3977
TRN-118578|E29424W66791|2015-12-10 14:00:07|27028.32|ACT-00018|ACT-36515|processed|payment for invoice # INV-492842|2015-12-17 00:00:00|u2204
TRN-401982|Q65852E55930|2011-11-14 12:04:25|33590.68|ACT-00007|ACT-36515|processed|payment for invoice # INV-681435|2011-11-17 00:00:00|u3977
TRN-637523|O17089O37227|2012-05-30 09:56:55|8313.64|ACT-00025|ACT-86906|processed|payment for invoice # INV-531269|2012-05-31 00:00:00|u2204
TRN-194651|U96574N29566|2015-12-16 13:57:55|52675.40|ACT-00009|ACT-55676|processed|payment for invoice # INV-865796|2015-12-17 00:00:00|u3977
TRN-303669|R98220O33360|2014-01-27 11:44:05|12913.69|ACT-00019|ACT-59698|processed|payment for invoice # INV-823544|2014-01-30 00:00:00|u2204
TRN-826980|B87204G93841|2015-11-30 13:39:44|19076.52|ACT-00017|ACT-45489|processed|payment for invoice # INV-914249|2015-12-03 00:00:00|u2204
TRN-798489|O12030O11875|2013-05-21 16:27:46|31820.09|ACT-00022|ACT-86906|processed|payment for invoice # INV-238835|2013-05-23 00:00:00|u3977
TRN-205097|I40181U70918|2015-12-01 09:24:19|54131.04|ACT-00035|ACT-45489|processed|payment for invoice # INV-486195|2015-12-03 00:00:00|u3977
TRN-182106|R92978A97818|2011-07-25 11:17:24|15195.48|ACT-00008|ACT-20501|processed|payment for invoice # INV-148348|2011-07-28 00:00:00|u2204
TRN-967941|H22196Y84783|2016-11-07 10:38:42|17388.50|ACT-00019|ACT-45489|processed|payment for invoice # INV-607414|2016-11-10 00:00:00|u2204
TRN-283881|Y83240B32551|2013-02-25 14:56:55|54622.62|ACT-00037|ACT-20501|processed|payment for invoice # INV-330978|2013-02-28 00:00:00|u3269
TRN-348502|H65459H64716|2011-03-21 09:56:26|14181.42|ACT-00007|ACT-36515|processed|payment for invoice # INV-949825|2011-03-24 00:00:00|u2204
TRN-686486|R56882J38263|2016-03-11 10:32:27|9266.91|ACT-00019|ACT-34595|processed|payment for invoice # INV-662518|2016-03-17 00:00:00|u2204
TRN-565780|P91286V43195|2013-04-12 12:48:49|4794.39|ACT-00001|ACT-45489|processed|payment for invoice # INV-856893|2013-04-18 00:00:00|u9615
TRN-695281|W27905O73097|2013-05-17 09:31:32|3552.44|ACT-00021|ACT-86906|processed|payment for invoice # INV-319220|2013-05-23 00:00:00|u9615
TRN-630199|S56398S40170|2015-12-07 16:43:52|7128.67|ACT-00002|ACT-72017|processed|payment for invoice # INV-237843|2015-12-10 00:00:00|u2204
TRN-715814|T21448M42460|2013-01-11 12:10:17|9436.22|ACT-00011|ACT-45489|processed|payment for invoice # INV-761779|2013-01-17 00:00:00|u2204
TRN-879735|E34832H48609|2015-04-10 14:17:27|7609.81|ACT-00003|ACT-46570|processed|payment for invoice # INV-122782|2015-04-16 00:00:00|u2204
TRN-796197|Y76218H13216|2005-12-27 14:19:03|24243.77|ACT-00036|ACT-55676|processed|payment for invoice # INV-261323|2005-12-29 00:00:00|u2204
TRN-261043|N44839L21049|2014-09-23 10:59:28|9665.43|ACT-00010|ACT-80828|processed|payment for invoice # INV-981637|2014-09-25 00:00:00|u2204
TRN-880317|T83101T58869|2012-02-27 11:02:33|6512.31|ACT-00016|ACT-55676|processed|payment for invoice # INV-855495|2012-03-01 00:00:00|u2204
TRN-660732|F73007P85652|2015-10-30 14:57:21|5940.58|ACT-00002|ACT-50360|processed|payment for invoice # INV-367518|2015-11-05 00:00:00|u2204
TRN-500374|M50830D54115|2014-01-20 09:52:14|1085.29|ACT-00026|ACT-80828|processed|payment for invoice # INV-316088|2014-01-23 00:00:00|u9615
TRN-650480|R39200B10841|2014-01-13 13:18:45|10800.07|ACT-00028|ACT-69808|processed|payment for invoice # INV-649717|2014-01-16 00:00:00|u2204
TRN-473243|M77442V46687|2008-12-04 10:20:29|10417.21|ACT-00034|ACT-46570|processed|payment for invoice # INV-259737|2008-12-11 00:00:00|u2204
TRN-297452|A70638P25586|2016-03-14 10:18:41|46777.67|ACT-00003|ACT-95624|processed|payment for invoice # INV-689757|2016-03-17 00:00:00|u3977
TRN-584275|I10172O38853|2011-04-26 12:46:01|7329.82|ACT-00019|ACT-87049|processed|payment for invoice # INV-225270|2011-04-28 00:00:00|u2204
TRN-160211|V88300X61942|2010-04-27 13:25:42|18700.00|ACT-00036|ACT-95862|processed|payment for invoice # INV-978563|2010-04-29 00:00:00|u2204
TRN-141039|J86472H82154|2012-12-31 15:25:21|286.49|ACT-00020|ACT-11034|processed|payment for invoice # INV-101410|2013-01-03 00:00:00|u9615
