invoice_id|po_id|vendor_id|invoice_dt|invoice_image_path|payment_due_by_dt|received_dt|received_by_user_id|total
INV-521726|PUO-115422765|VD-0379|2015-04-10 00:00:00|not available|2015-05-27 00:00:00|2015-04-20 00:00:00|u0775|49399.61
INV-523707|PUO-199454100|VD-0273|2015-07-15 00:00:00|not available|2015-09-23 00:00:00|2015-07-20 00:00:00|u4539|3868.05
INV-508547|PUO-063580210|VD-0379|2014-12-30 00:00:00|not available|2015-02-26 00:00:00|2015-01-06 00:00:00|u1584|44829.39
INV-565248|PUO-066102444|VD-0023|2012-02-13 00:00:00|not available|2012-04-20 00:00:00|2012-02-20 00:00:00|u9615|6604.54
INV-944402|PUO-143732396|VD-0067|2012-02-20 00:00:00|not available|2012-03-27 00:00:00|2012-02-29 00:00:00|u2204|23111.40
INV-220518|PUO-126268333|VD-0580|2012-06-12 00:00:00|not available|2012-08-22 00:00:00|2012-06-19 00:00:00|u2204|171.96
INV-852594|PUO-191930202|VD-0284|2011-08-15 00:00:00|not available|2011-10-04 00:00:00|2011-08-22 00:00:00|u1645|20552.84
INV-984571|PUO-078168054|VD-0573|2004-11-30 00:00:00|not available|2005-02-21 00:00:00|2004-12-06 00:00:00|u8204|11732.52
INV-140856|PUO-179354122|VD-0100|2012-08-13 00:00:00|not available|2012-10-31 00:00:00|2012-08-20 00:00:00|u1584|2737.50
INV-783921|PUO-195311802|VD-0273|2015-06-19 00:00:00|not available|2015-08-24 00:00:00|2015-06-29 00:00:00|u3977|3640.22
INV-766640|PUO-122308424|VD-0120|2012-03-30 00:00:00|not available|2012-05-23 00:00:00|2012-04-05 00:00:00|u8204|2067.15
INV-331491|PUO-026578945|VD-0478|2013-12-03 00:00:00|not available|2014-01-20 00:00:00|2013-12-06 00:00:00|u0371|13559.56
INV-880585|PUO-271428466|VD-0461|2016-02-22 00:00:00|not available|2016-05-17 00:00:00|2016-02-26 00:00:00|u7724|31064.46
INV-297812|PUO-022829052|VD-0112|2013-02-05 00:00:00|not available|2013-03-26 00:00:00|2013-02-13 00:00:00|u1584|62628.62
INV-716440|PUO-370608262|VD-0461|2016-03-04 00:00:00|not available|2016-04-21 00:00:00|2016-03-14 00:00:00|u8204|9554.71
INV-246500|PUO-086283435|VD-0553|2014-01-08 00:00:00|not available|2014-03-19 00:00:00|2014-01-15 00:00:00|u9615|2355.53
INV-109877|PUO-110481194|VD-0366|2013-03-26 00:00:00|not available|2013-04-29 00:00:00|2013-04-02 00:00:00|u8204|51742.56
INV-941185|PUO-548163289|VD-0257|2013-12-27 00:00:00|not available|2014-03-26 00:00:00|2014-01-03 00:00:00|u2204|46174.82
INV-728346|PUO-419165055|VD-0199|2013-02-25 00:00:00|not available|2013-05-21 00:00:00|2013-03-05 00:00:00|u2204|6654.50
INV-981927|PUO-053450025|VD-0172|2012-02-15 00:00:00|not available|2012-05-15 00:00:00|2012-02-20 00:00:00|u1645|17815.94
INV-437490|PUO-483200540|VD-0279|2015-03-17 00:00:00|not available|2015-06-01 00:00:00|2015-03-19 00:00:00|u7724|5720.26
INV-444975|PUO-208754413|VD-0377|2016-02-08 00:00:00|not available|2016-05-06 00:00:00|2016-02-15 00:00:00|u7724|627.91
INV-202078|PUO-026829353|VD-0159|2012-11-12 00:00:00|not available|2013-01-10 00:00:00|2012-11-15 00:00:00|u3977|5402.88
INV-146439|PUO-014102469|VD-0434|2012-05-24 00:00:00|not available|2012-07-16 00:00:00|2012-06-04 00:00:00|u8295|17841.00
INV-285938|PUO-096390390|VD-0575|2011-11-28 00:00:00|not available|2012-02-13 00:00:00|2011-12-02 00:00:00|u7882|9128.09
INV-492205|PUO-123203505|VD-0200|2008-07-15 00:00:00|not available|2008-09-17 00:00:00|2008-07-21 00:00:00|u2204|60234.11
INV-717003|PUO-101654375|VD-0526|2011-11-14 00:00:00|not available|2011-12-30 00:00:00|2011-11-21 00:00:00|u2204|9059.63
INV-173182|PUO-123279599|VD-0142|2009-04-20 00:00:00|not available|2009-07-09 00:00:00|2009-04-22 00:00:00|u0371|8306.05
INV-782578|PUO-199564853|VD-0574|2011-03-15 00:00:00|not available|2011-06-06 00:00:00|2011-03-24 00:00:00|u1584|22600.00
INV-752125|PUO-309659594|VD-0553|2015-09-30 00:00:00|not available|2015-11-16 00:00:00|2015-10-06 00:00:00|u9615|5909.03
INV-969680|PUO-269874799|VD-0229|2012-10-12 00:00:00|not available|2012-12-17 00:00:00|2012-10-16 00:00:00|u1584|5031.42
INV-173734|PUO-143952726|VD-0461|2016-02-09 00:00:00|not available|2016-04-29 00:00:00|2016-02-17 00:00:00|u8204|20716.50
INV-618967|PUO-170728374|VD-0252|2015-03-02 00:00:00|not available|2015-05-04 00:00:00|2015-03-10 00:00:00|u7724|1153.99
INV-974265|PUO-196731670|VD-0276|2013-05-13 00:00:00|not available|2013-06-14 00:00:00|2013-05-17 00:00:00|u2204|50836.72
INV-414679|PUO-279285436|VD-0575|2012-08-06 00:00:00|not available|2012-10-03 00:00:00|2012-08-09 00:00:00|u1584|625.99
INV-963323|PUO-220571437|VD-0536|2016-04-14 00:00:00|not available|2016-07-04 00:00:00|2016-04-21 00:00:00|u2204|32288.59
INV-793035|PUO-477261333|VD-0252|2015-08-10 00:00:00|not available|2015-10-26 00:00:00|2015-08-18 00:00:00|u7882|7857.39
INV-460266|PUO-039240440|VD-0584|2007-09-03 00:00:00|not available|2007-10-22 00:00:00|2007-09-11 00:00:00|u8204|6687.95
INV-964503|PUO-305416143|VD-0272|2015-12-17 00:00:00|not available|2016-02-15 00:00:00|2015-12-24 00:00:00|u8204|11234.57
INV-916067|PUO-194909483|VD-0410|2012-03-12 00:00:00|not available|2012-05-18 00:00:00|2012-03-19 00:00:00|u1584|17307.59
INV-224234|PUO-022162341|VD-0580|2012-06-11 00:00:00|not available|2012-08-09 00:00:00|2012-06-13 00:00:00|u4539|3469.10
INV-249275|PUO-175874173|VD-0272|2014-11-14 00:00:00|not available|2015-01-05 00:00:00|2014-11-17 00:00:00|u4539|10505.95
INV-957798|PUO-404524353|VD-0568|2015-03-25 00:00:00|not available|2015-05-18 00:00:00|2015-04-07 00:00:00|u2204|143125.56
INV-825802|PUO-410496699|VD-0125|2016-03-29 00:00:00|not available|2016-06-13 00:00:00|2016-04-01 00:00:00|u8204|9045.43
INV-369297|PUO-215505530|VD-0379|2015-10-05 00:00:00|not available|2015-12-10 00:00:00|2015-10-14 00:00:00|u7724|35022.25
INV-237295|PUO-177273281|VD-0284|2011-07-11 00:00:00|not available|2011-08-31 00:00:00|2011-07-19 00:00:00|u3977|16287.78
INV-670385|PUO-200492140|VD-0461|2016-02-16 00:00:00|not available|2016-03-21 00:00:00|2016-02-23 00:00:00|u0775|570.24
INV-615090|PUO-028414847|VD-0446|2008-02-12 00:00:00|not available|2008-04-14 00:00:00|2008-02-20 00:00:00|u8204|64891.83
INV-211732|PUO-084439931|VD-0171|2012-01-09 00:00:00|not available|2012-04-10 00:00:00|2012-01-16 00:00:00|u8204|4152.05
INV-144384|PUO-207108087|VD-0553|2015-01-12 00:00:00|not available|2015-02-23 00:00:00|2015-01-19 00:00:00|u8204|35409.14
INV-765740|PUO-053203838|VD-0302|2012-04-16 00:00:00|not available|2012-06-28 00:00:00|2012-04-24 00:00:00|u7882|37652.71
INV-767023|PUO-105750366|VD-0100|2011-12-12 00:00:00|not available|2012-01-17 00:00:00|2011-12-19 00:00:00|u1584|37153.29
INV-378997|PUO-049881247|VD-0304|2008-02-28 00:00:00|not available|2008-04-11 00:00:00|2008-03-10 00:00:00|u0371|77766.07
INV-501339|PUO-081752243|VD-0330|2008-08-04 00:00:00|not available|2008-09-11 00:00:00|2008-08-11 00:00:00|u8049|32507.29
INV-570531|PUO-134554050|VD-0200|2008-07-15 00:00:00|not available|2008-09-01 00:00:00|2008-07-17 00:00:00|u8049|20158.97
INV-161399|PUO-029172863|VD-0257|2013-12-24 00:00:00|not available|2014-02-14 00:00:00|2013-12-27 00:00:00|u0371|910.50
INV-928727|PUO-081114776|VD-0478|2014-05-20 00:00:00|not available|2014-07-02 00:00:00|2014-05-26 00:00:00|u8295|13463.44
INV-290407|PUO-024874554|VD-0200|2008-07-14 00:00:00|not available|2008-09-15 00:00:00|2008-07-21 00:00:00|u8049|57255.79
INV-157234|PUO-480789282|VD-0125|2016-06-17 00:00:00|not available|2016-08-04 00:00:00|2016-06-27 00:00:00|u7724|43656.02
INV-490762|PUO-070488470|VD-0027|2011-11-11 00:00:00|not available|2012-01-09 00:00:00|2011-11-14 00:00:00|u1645|28968.87
INV-742320|PUO-176358454|VD-0087|2011-06-22 00:00:00|not available|2011-08-15 00:00:00|2011-06-30 00:00:00|u1584|52414.19
INV-224111|PUO-121792963|VD-0252|2015-02-02 00:00:00|not available|2015-04-27 00:00:00|2015-02-10 00:00:00|u8295|60501.06
INV-457600|PUO-326624838|VD-0545|2015-11-05 00:00:00|not available|2016-01-13 00:00:00|2015-11-16 00:00:00|u8295|1249.10
INV-760455|PUO-380557767|VD-0582|2016-03-29 00:00:00|not available|2016-06-15 00:00:00|2016-04-06 00:00:00|u7724|58073.16
INV-112021|PUO-077338006|VD-0290|2008-03-25 00:00:00|not available|2008-05-15 00:00:00|2008-04-02 00:00:00|u8204|24779.11
INV-155227|PUO-136245963|VD-0284|2011-01-04 00:00:00|not available|2011-03-16 00:00:00|2011-01-14 00:00:00|u4539|2081.68
INV-111440|PUO-002580358|VD-0200|2008-07-14 00:00:00|not available|2008-09-24 00:00:00|2008-07-22 00:00:00|u2204|6557.11
INV-980691|PUO-085797220|VD-0460|2011-11-07 00:00:00|not available|2012-01-06 00:00:00|2011-11-14 00:00:00|u8049|4189.91
INV-763312|PUO-178588386|VD-0316|2011-04-20 00:00:00|not available|2011-06-27 00:00:00|2011-04-26 00:00:00|u0371|5644.98
INV-487138|PUO-031638808|VD-0406|2011-10-11 00:00:00|not available|2011-12-12 00:00:00|2011-10-20 00:00:00|u7882|4694.28
INV-624334|PUO-563265153|VD-0252|2015-09-28 00:00:00|not available|2015-10-29 00:00:00|2015-10-01 00:00:00|u1584|18478.73
INV-264042|PUO-223720121|VD-0125|2015-08-11 00:00:00|not available|2015-10-12 00:00:00|2015-08-20 00:00:00|u0775|6629.38
INV-889629|PUO-300233722|VD-0526|2011-11-15 00:00:00|not available|2012-01-24 00:00:00|2011-11-24 00:00:00|u0371|12897.79
INV-377331|PUO-073925501|VD-0554|2015-05-11 00:00:00|not available|2015-08-03 00:00:00|2015-05-18 00:00:00|u0775|13972.79
INV-935646|PUO-580443383|VD-0125|2016-10-06 00:00:00|not available|2016-12-21 00:00:00|2016-10-12 00:00:00|u0371|31249.88
INV-858723|PUO-229731203|VD-0585|2011-09-02 00:00:00|not available|2011-11-21 00:00:00|2011-09-09 00:00:00|u2204|21118.28
INV-816885|PUO-214366341|VD-0050|2011-02-23 00:00:00|not available|2011-05-24 00:00:00|2011-03-02 00:00:00|u2204|8577.54
INV-921116|PUO-115121851|VD-0579|2013-02-04 00:00:00|not available|2013-03-25 00:00:00|2013-02-08 00:00:00|u8049|33129.92
INV-253622|PUO-709787|VD-0076|2015-08-06 00:00:00|not available|2015-08-24 00:00:00|2015-08-24 00:00:00|u8284|7500.00
INV-789578|PUO-504343287|VD-0257|2013-12-27 00:00:00|not available|2014-03-27 00:00:00|2014-01-06 00:00:00|u8295|13110.52
INV-932454|PUO-160410514|VD-0185|2011-05-09 00:00:00|not available|2011-07-25 00:00:00|2011-05-17 00:00:00|u2204|23206.90
INV-864365|PUO-178151664|VD-0052|2014-04-22 00:00:00|not available|2014-05-30 00:00:00|2014-04-25 00:00:00|u9615|40605.00
INV-404472|PUO-144802739|VD-0568|2015-03-25 00:00:00|not available|2015-06-11 00:00:00|2015-03-31 00:00:00|u0775|28578.83
INV-960328|PUO-068861714|VD-0575|2011-10-18 00:00:00|not available|2011-12-16 00:00:00|2011-10-20 00:00:00|u2204|34404.47
INV-352490|PUO-078914022|VD-0574|2011-03-15 00:00:00|not available|2011-06-06 00:00:00|2011-03-25 00:00:00|u2204|2788.58
INV-794125|PUO-328294631|VD-0092|2015-02-02 00:00:00|not available|2015-04-01 00:00:00|2015-02-04 00:00:00|u1645|7431.49
INV-527072|PUO-200224842|VD-0460|2012-07-24 00:00:00|not available|2012-09-10 00:00:00|2012-07-26 00:00:00|u1584|29991.73
INV-453664|PUO-054852698|VD-0467|2011-09-19 00:00:00|not available|2011-10-26 00:00:00|2011-09-23 00:00:00|u7882|14732.92
INV-472851|PUO-222207149|VD-0410|2012-06-01 00:00:00|not available|2012-08-15 00:00:00|2012-06-04 00:00:00|u1645|22313.47
INV-395703|PUO-194590674|VD-0545|2014-09-01 00:00:00|not available|2014-11-25 00:00:00|2014-09-08 00:00:00|u8295|15726.75
INV-125096|PUO-087180771|VD-0290|2008-05-23 00:00:00|not available|2008-08-04 00:00:00|2008-05-28 00:00:00|u8204|24195.12
INV-702707|PUO-057474522|VD-0584|2007-09-03 00:00:00|not available|2007-10-18 00:00:00|2007-09-06 00:00:00|u8204|12522.88
INV-758950|PUO-149645690|VD-0142|2009-06-26 00:00:00|not available|2009-07-27 00:00:00|2009-07-02 00:00:00|u8049|20712.23
INV-874812|PUO-203354746|VD-0199|2013-02-22 00:00:00|not available|2013-04-29 00:00:00|2013-02-25 00:00:00|u8049|3483.63
INV-188365|PUO-185649545|VD-0397|2010-04-12 00:00:00|not available|2010-05-31 00:00:00|2010-04-22 00:00:00|u4539|2285.36
INV-252579|PUO-058155332|VD-0501|2013-04-23 00:00:00|not available|2013-05-28 00:00:00|2013-05-02 00:00:00|u0371|7698.58
INV-859975|PUO-083256722|VD-0316|2011-04-19 00:00:00|not available|2011-07-07 00:00:00|2011-04-29 00:00:00|u0371|12152.54
INV-580179|PUO-442540271|VD-0302|2014-09-18 00:00:00|not available|2014-12-08 00:00:00|2014-09-23 00:00:00|u7882|9344.23
INV-946313|PUO-080451167|VD-0092|2013-08-28 00:00:00|not available|2013-10-03 00:00:00|2013-09-05 00:00:00|u8049|1148.27
INV-626482|PUO-050543566|VD-0302|2012-04-10 00:00:00|not available|2012-06-04 00:00:00|2012-04-19 00:00:00|u9615|44099.89
INV-888702|PUO-265323552|VD-0501|2013-04-23 00:00:00|not available|2013-07-19 00:00:00|2013-05-02 00:00:00|u2204|31830.04
INV-713657|PUO-098473499|VD-0379|2015-03-09 00:00:00|not available|2015-05-21 00:00:00|2015-03-16 00:00:00|u1584|16071.61
INV-546503|PUO-099411886|VD-0276|2012-09-10 00:00:00|not available|2012-12-10 00:00:00|2012-09-17 00:00:00|u2204|17572.35
INV-773678|PUO-097950497|VD-0478|2014-07-03 00:00:00|not available|2014-08-20 00:00:00|2014-07-10 00:00:00|u9615|9755.33
INV-929780|PUO-127813384|VD-0516|2012-07-19 00:00:00|not available|2012-10-17 00:00:00|2012-07-24 00:00:00|u3977|9648.49
INV-592343|PUO-347414903|VD-0366|2013-03-27 00:00:00|not available|2013-05-13 00:00:00|2013-04-02 00:00:00|u0371|13265.02
INV-816657|PUO-445526535|VD-0199|2013-02-25 00:00:00|not available|2013-04-26 00:00:00|2013-03-04 00:00:00|u3977|27858.77
INV-405325|PUO-192987633|VD-0173|2014-04-25 00:00:00|not available|2014-07-23 00:00:00|2014-05-05 00:00:00|u3977|22570.30
INV-158676|PUO-009390406|VD-0206|2015-11-04 00:00:00|not available|2016-01-15 00:00:00|2015-11-12 00:00:00|u9615|89122.56
INV-220229|PUO-248262965|VD-0377|2016-03-29 00:00:00|not available|2016-06-20 00:00:00|2016-04-04 00:00:00|u2204|20928.81
INV-792146|PUO-294698932|VD-0252|2015-04-27 00:00:00|not available|2015-06-01 00:00:00|2015-05-04 00:00:00|u1584|23690.89
INV-612242|PUO-178915806|VD-0245|2013-01-04 00:00:00|not available|2013-02-11 00:00:00|2013-01-09 00:00:00|u8049|49715.90
INV-763318|PUO-003350214|VD-0181|2012-11-27 00:00:00|not available|2013-02-05 00:00:00|2012-12-03 00:00:00|u2204|328.48
INV-475540|PUO-165647471|VD-0120|2012-04-02 00:00:00|not available|2012-06-25 00:00:00|2012-04-10 00:00:00|u8204|9421.01
INV-421080|PUO-073540141|VD-0254|2014-01-21 00:00:00|not available|2014-03-14 00:00:00|2014-01-24 00:00:00|u2204|2991.55
INV-705189|PUO-071932327|VD-0366|2013-03-25 00:00:00|not available|2013-05-30 00:00:00|2013-04-02 00:00:00|u8049|779.80
INV-823827|PUO-517547080|VD-0257|2013-12-27 00:00:00|not available|2014-02-12 00:00:00|2014-01-06 00:00:00|u2204|10791.95
INV-600696|PUO-144899752|VD-0272|2014-09-02 00:00:00|not available|2014-11-10 00:00:00|2014-09-12 00:00:00|u4539|13957.27
INV-864962|PUO-071316993|VD-0200|2008-07-14 00:00:00|not available|2008-09-12 00:00:00|2008-07-21 00:00:00|u8049|1425.89
INV-396775|PUO-309897867|VD-0229|2012-10-15 00:00:00|not available|2012-12-04 00:00:00|2012-10-22 00:00:00|u8049|3358.93
INV-472128|PUO-096264284|VD-0415|2012-01-30 00:00:00|not available|2012-03-19 00:00:00|2012-02-06 00:00:00|u8204|97178.55
INV-113413|PUO-001487246|VD-0584|2007-09-03 00:00:00|not available|2007-10-09 00:00:00|2007-09-06 00:00:00|u8204|26594.05
INV-603607|PUO-239472475|VD-0568|2015-03-25 00:00:00|not available|2015-06-10 00:00:00|2015-03-30 00:00:00|u8295|8976.12
INV-662959|PUO-057288144|VD-0585|2011-09-01 00:00:00|not available|2011-10-31 00:00:00|2011-09-09 00:00:00|u8204|23454.84
INV-643101|PUO-042364524|VD-0554|2015-03-09 00:00:00|not available|2015-05-26 00:00:00|2015-03-18 00:00:00|u0775|17219.24
INV-245233|PUO-016674462|VD-0026|2011-06-15 00:00:00|not available|2011-08-22 00:00:00|2011-06-20 00:00:00|u3977|20581.51
INV-548915|PUO-051779740|VD-0229|2012-10-11 00:00:00|not available|2012-11-19 00:00:00|2012-10-22 00:00:00|u1584|5024.81
INV-581870|PUO-345793286|VD-0366|2013-03-27 00:00:00|not available|2013-06-17 00:00:00|2013-04-03 00:00:00|u0371|10349.07
INV-681120|PUO-198731588|VD-0272|2015-02-09 00:00:00|not available|2015-03-26 00:00:00|2015-02-16 00:00:00|u4539|43017.65
INV-936205|PUO-270127751|VD-0302|2013-08-06 00:00:00|not available|2013-09-17 00:00:00|2013-08-12 00:00:00|u3977|28874.49
INV-760013|PUO-167973972|VD-0100|2012-06-18 00:00:00|not available|2012-08-10 00:00:00|2012-06-25 00:00:00|u4539|19636.64
INV-167072|PUO-137190076|VD-0273|2014-10-20 00:00:00|not available|2015-01-05 00:00:00|2014-10-28 00:00:00|u3977|13872.02
INV-285305|PUO-051903791|VD-0380|2012-12-17 00:00:00|not available|2013-03-14 00:00:00|2012-12-27 00:00:00|u3977|2422.12
INV-548994|PUO-068611428|VD-0529|2008-03-25 00:00:00|not available|2008-05-05 00:00:00|2008-04-03 00:00:00|u1645|2469.78
INV-113401|PUO-005404388|VD-0159|2012-11-12 00:00:00|not available|2013-01-17 00:00:00|2012-11-16 00:00:00|u7882|7092.81
INV-606879|PUO-104657863|VD-0185|2011-05-09 00:00:00|not available|2011-06-27 00:00:00|2011-05-12 00:00:00|u2204|31320.09
INV-199876|PUO-021681632|VD-0521|2011-08-02 00:00:00|not available|2011-09-13 00:00:00|2011-08-08 00:00:00|u2204|20617.45
INV-824856|PUO-166908320|VD-0052|2014-04-22 00:00:00|not available|2014-06-26 00:00:00|2014-04-25 00:00:00|u2204|11411.17
INV-320639|PUO-059814205|VD-0252|2014-12-29 00:00:00|not available|2015-02-23 00:00:00|2015-01-05 00:00:00|u7724|230.98
INV-515952|PUO-157710677|VD-0570|2011-11-09 00:00:00|not available|2012-01-30 00:00:00|2011-11-15 00:00:00|u1584|43321.33
INV-974090|PUO-015285101|VD-0536|2015-10-14 00:00:00|not available|2015-12-28 00:00:00|2015-10-19 00:00:00|u1584|158.34
INV-991084|PUO-300909645|VD-0380|2012-12-17 00:00:00|not available|2013-01-21 00:00:00|2012-12-24 00:00:00|u2204|6530.91
INV-849273|PUO-025328612|VD-0254|2013-11-19 00:00:00|not available|2013-12-27 00:00:00|2013-11-22 00:00:00|u8295|4762.77
INV-206257|PUO-094170356|VD-0056|2013-01-07 00:00:00|not available|2013-03-22 00:00:00|2013-01-10 00:00:00|u8204|748.25
INV-648747|PUO-039514544|VD-0432|2005-07-25 00:00:00|not available|2005-09-05 00:00:00|2005-07-27 00:00:00|u4539|2678.68
INV-943518|PUO-162756430|VD-0582|2015-01-12 00:00:00|not available|2015-02-16 00:00:00|2015-01-19 00:00:00|u0775|6479.40
INV-602184|PUO-174578293|VD-0159|2012-11-12 00:00:00|not available|2012-12-24 00:00:00|2012-11-19 00:00:00|u0371|1055.09
INV-282170|PUO-020650824|VD-0500|2011-03-29 00:00:00|not available|2011-06-07 00:00:00|2011-04-06 00:00:00|u8204|48891.19
INV-184518|PUO-024552119|VD-0407|2011-10-18 00:00:00|not available|2011-12-05 00:00:00|2011-10-24 00:00:00|u2204|7680.66
INV-219257|PUO-129313401|VD-0276|2012-11-06 00:00:00|not available|2013-01-24 00:00:00|2012-11-16 00:00:00|u2204|21140.79
INV-374561|PUO-202451149|VD-0379|2015-09-14 00:00:00|not available|2015-12-07 00:00:00|2015-09-23 00:00:00|u1584|935.37
INV-355995|PUO-029155474|VD-0584|2007-09-03 00:00:00|not available|2007-11-05 00:00:00|2007-09-07 00:00:00|u8204|21843.09
INV-539971|PUO-049919905|VD-0026|2011-06-15 00:00:00|not available|2011-09-05 00:00:00|2011-06-22 00:00:00|u3977|37787.92
INV-445847|PUO-142874152|VD-0316|2011-04-20 00:00:00|not available|2011-05-25 00:00:00|2011-04-28 00:00:00|u0371|8314.61
INV-110841|PUO-084798831|VD-0200|2008-07-15 00:00:00|not available|2008-09-15 00:00:00|2008-07-21 00:00:00|u2204|6618.53
INV-273154|PUO-038522334|VD-0206|2015-11-04 00:00:00|not available|2016-01-18 00:00:00|2015-11-09 00:00:00|u0775|1182.12
INV-467566|PUO-045231044|VD-0229|2012-10-11 00:00:00|not available|2012-11-26 00:00:00|2012-10-19 00:00:00|u8049|159.64
INV-660903|PUO-220954680|VD-0552|2010-11-22 00:00:00|not available|2011-01-11 00:00:00|2010-11-26 00:00:00|u2204|43023.92
INV-374187|PUO-131500266|VD-0545|2014-03-07 00:00:00|not available|2014-05-08 00:00:00|2014-03-10 00:00:00|u8295|113134.15
INV-616791|PUO-103624614|VD-0101|2011-11-10 00:00:00|not available|2011-12-28 00:00:00|2011-11-14 00:00:00|u8049|17519.00
INV-766391|PUO-370107201|VD-0460|2013-07-31 00:00:00|not available|2013-09-04 00:00:00|2013-08-05 00:00:00|u2204|13305.87
INV-983566|PUO-287590216|VD-0142|2010-07-01 00:00:00|not available|2010-09-21 00:00:00|2010-07-05 00:00:00|u0371|1797.65
INV-786013|PUO-211705978|VD-0231|2010-03-24 00:00:00|not available|2010-05-07 00:00:00|2010-04-01 00:00:00|u3977|44852.85
INV-921663|PUO-020365634|VD-0564|2010-05-25 00:00:00|not available|2010-08-20 00:00:00|2010-05-31 00:00:00|u4539|14285.20
INV-377052|PUO-032180099|VD-0584|2007-09-03 00:00:00|not available|2007-11-26 00:00:00|2007-09-11 00:00:00|u8204|6605.24
INV-461492|PUO-332603732|VD-0199|2013-02-25 00:00:00|not available|2013-05-16 00:00:00|2013-03-01 00:00:00|u3977|25273.17
INV-814245|PUO-151402996|VD-0554|2015-11-11 00:00:00|not available|2016-01-27 00:00:00|2015-11-19 00:00:00|u7724|7660.17
INV-355448|PUO-094806284|VD-0257|2013-12-24 00:00:00|not available|2014-02-21 00:00:00|2013-12-27 00:00:00|u8295|23756.99
INV-139819|PUO-013251246|VD-0434|2012-05-24 00:00:00|not available|2012-08-06 00:00:00|2012-05-29 00:00:00|u2204|5581.14
INV-154508|PUO-028932987|VD-0279|2015-03-16 00:00:00|not available|2015-04-16 00:00:00|2015-03-23 00:00:00|u0775|1788.30
INV-796143|PUO-161235784|VD-0052|2014-04-22 00:00:00|not available|2014-06-16 00:00:00|2014-04-30 00:00:00|u7882|6731.32
INV-535012|PUO-120440221|VD-0566|2006-11-20 00:00:00|not available|2007-02-08 00:00:00|2006-11-27 00:00:00|u1645|7619.95
INV-345677|PUO-063777222|VD-0552|2010-11-19 00:00:00|not available|2011-01-17 00:00:00|2010-11-26 00:00:00|u1645|15418.25
INV-124036|PUO-189660240|VD-0545|2014-08-11 00:00:00|not available|2014-10-01 00:00:00|2014-08-15 00:00:00|u1584|10869.71
INV-895228|PUO-266642110|VD-0501|2013-04-23 00:00:00|not available|2013-06-03 00:00:00|2013-04-26 00:00:00|u8295|24461.75
INV-358515|PUO-395139800|VD-0092|2015-06-15 00:00:00|not available|2015-08-18 00:00:00|2015-06-22 00:00:00|u1645|1232.52
INV-429241|PUO-069785691|VD-0330|2008-08-04 00:00:00|not available|2008-10-21 00:00:00|2008-08-11 00:00:00|u8049|2851.79
INV-167558|PUO-017333275|VD-0304|2008-02-28 00:00:00|not available|2008-04-07 00:00:00|2008-03-05 00:00:00|u8204|10482.79
INV-420708|PUO-193542620|VD-0181|2013-01-30 00:00:00|not available|2013-03-27 00:00:00|2013-02-08 00:00:00|u2204|56280.91
INV-801949|PUO-329168022|VD-0279|2015-03-16 00:00:00|not available|2015-04-24 00:00:00|2015-03-20 00:00:00|u8204|29392.81
INV-978887|PUO-031791513|VD-0342|2006-01-13 00:00:00|not available|2006-03-09 00:00:00|2006-01-19 00:00:00|u8204|5513.02
INV-287843|PUO-154784753|VD-0273|2014-12-18 00:00:00|not available|2015-01-28 00:00:00|2014-12-29 00:00:00|u4539|7286.31
INV-472242|PUO-211651009|VD-0056|2013-09-30 00:00:00|not available|2013-12-10 00:00:00|2013-10-07 00:00:00|u7882|41733.28
INV-218505|PUO-008713649|VD-0566|2006-11-17 00:00:00|not available|2007-01-09 00:00:00|2006-11-27 00:00:00|u1645|2865.51
INV-806595|PUO-093691455|VD-0023|2012-02-13 00:00:00|not available|2012-03-22 00:00:00|2012-02-20 00:00:00|u9615|55764.54
INV-783640|PUO-090719193|VD-0545|2013-10-14 00:00:00|not available|2013-11-25 00:00:00|2013-10-24 00:00:00|u2204|50.10
INV-181219|PUO-004393311|VD-0432|2005-07-25 00:00:00|not available|2005-09-30 00:00:00|2005-08-02 00:00:00|u4539|43794.49
INV-826959|PUO-017386689|VD-0100|2011-05-13 00:00:00|not available|2011-06-23 00:00:00|2011-05-16 00:00:00|u3977|33658.71
INV-750705|PUO-040878100|VD-0181|2012-12-12 00:00:00|not available|2013-02-26 00:00:00|2012-12-21 00:00:00|u8049|29548.84
INV-293158|PUO-045928836|VD-0407|2011-10-18 00:00:00|not available|2011-11-24 00:00:00|2011-10-24 00:00:00|u2204|10657.08
INV-595182|PUO-121798663|VD-0092|2013-11-27 00:00:00|not available|2014-02-06 00:00:00|2013-12-05 00:00:00|u8049|3012.19
INV-525712|PUO-079165919|VD-0529|2008-04-23 00:00:00|not available|2008-06-16 00:00:00|2008-05-02 00:00:00|u1645|3588.08
INV-791238|PUO-267722694|VD-0366|2013-03-26 00:00:00|not available|2013-06-10 00:00:00|2013-04-02 00:00:00|u8295|12590.06
INV-249123|PUO-056872958|VD-0509|2014-09-02 00:00:00|not available|2014-11-17 00:00:00|2014-09-08 00:00:00|u0775|9085.62
INV-312752|PUO-430625408|VD-0056|2015-01-12 00:00:00|not available|2015-02-17 00:00:00|2015-01-19 00:00:00|u3977|72905.29
INV-724988|PUO-217800094|VD-0257|2013-12-24 00:00:00|not available|2014-03-17 00:00:00|2013-12-30 00:00:00|u0371|1359.48
